8/27/18,1
8/28/18,5
8/29/18,20
8/30/18,17
8/31/18,39
9/1/18,68
9/2/18,27
9/3/18,61
9/4/18,5
9/5/18,0
9/6/18,0
9/7/18,16
9/8/18,36
9/9/18,27
9/10/18,52
9/11/18,54
9/12/18,90
9/13/18,48
9/14/18,31
9/15/18,53
9/16/18,43
9/17/18,91
9/18/18,57
9/19/18,44
9/20/18,55
9/21/18,67
9/22/18,9
9/23/18,172
9/24/18,72
9/25/18,120
9/26/18,107
9/27/18,122
9/28/18,130
9/29/18,58
9/30/18,21
10/1/18,149
10/2/18,281
10/3/18,125
10/4/18,167
10/5/18,279
10/6/18,151
10/7/18,398
10/8/18,109
10/9/18,201
10/10/18,95
10/11/18,62
10/12/18,71
10/13/18,224
10/14/18,12
10/15/18,19
10/16/18,96
10/17/18,117
10/18/18,130
10/19/18,9
10/20/18,265
10/21/18,44
10/22/18,157
10/23/18,169
10/24/18,104
10/25/18,71
10/26/18,9
10/27/18,38
10/28/18,46
10/29/18,38
10/30/18,146
10/31/18,150
11/1/18,49
11/2/18,10
11/3/18,0
11/4/18,63
11/5/18,107
11/6/18,79
11/7/18,91
11/8/18,203
11/9/18,146
11/10/18,141
11/11/18,304
11/12/18,164
11/13/18,141
11/14/18,105
11/15/18,84
11/16/18,0
11/17/18,2
11/18/18,12
11/19/18,59
11/20/18,49
11/21/18,52
11/22/18,112
11/23/18,29
11/24/18,1
11/25/18,12
11/26/18,52
11/27/18,104
11/28/18,214
11/29/18,35
11/30/18,7
12/1/18,0
12/2/18,62
12/3/18,91
12/4/18,130
12/5/18,50
12/6/18,212
12/7/18,8
12/8/18,49
12/9/18,168
12/10/18,11
12/11/18,32
12/12/18,57
12/13/18,74
12/14/18,57
12/15/18,2
12/16/18,5
12/17/18,102
12/18/18,4
12/19/18,3
12/20/18,0
12/21/18,4
12/22/18,21
12/23/18,9
